r_multiple,max_opening_range,min_gap,breakout_start,breakout_end,trades,final_equity,total_return,win_rate,avg_trade,max_drawdown,profit_factor
0.5,0.015,0.01,09:35,10:00,44,9989.70280306869,-0.001029719693130926,0.6590909090909091,-0.0002322045523004362,-0.005531619862581771,0.9141308229480447
1.5,0.01,0.0025,09:35,10:00,45,9989.61319288202,-0.0010386807117980235,0.4888888888888889,-0.00022858018949463524,-0.0068938868661736485,0.9268074360951827
0.5,0.02,0.01,09:35,11:00,55,9989.604943081027,-0.0010395056918972578,0.6727272727272727,-0.00018666698959395828,-0.005980847355246732,0.9365815358503282
0.5,0.03,0.01,09:35,11:00,55,9989.604943081027,-0.0010395056918972578,0.6727272727272727,-0.00018666698959395828,-0.005980847355246732,0.9365815358503282
2.0,0.015,0.005,09:35,10:30,67,9987.641688010986,-0.0012358311989013604,0.4925373134328358,-0.00018120762894460035,-0.01004153170865174,0.9483255851904367
2.0,0.015,0.01,09:35,10:00,44,9986.74559229202,-0.001325440770797992,0.5,-0.0002977986770507318,-0.006897460739122008,0.9186644936964526
0.5,0.02,0.01,09:35,10:30,54,9986.160509565543,-0.0013839490434456314,0.6666666666666666,-0.00025399799018401464,-0.006078441870405071,0.9155633626323191
0.5,0.03,0.01,09:35,10:30,54,9986.160509565543,-0.0013839490434456314,0.6666666666666666,-0.00025399799018401464,-0.006078441870405071,0.9155633626323191
2.0,0.01,0.0025,09:35,10:30,54,9986.122157602293,-0.0013877842397707063,0.5,-0.00025461004275610807,-0.009347725790791572,0.9189364668155438
2.0,0.015,0.01,09:35,10:30,49,9979.192857302352,-0.0020807142697647496,0.5102040816326531,-0.00042164101039325407,-0.007648520253684121,0.8841109937709739
1.5,0.01,0.0025,09:35,10:30,54,9978.404581384895,-0.002159541861510461,0.5,-0.000398060705414686,-0.008468946737635097,0.8738380894362398
0.5,0.02,0.01,09:35,10:00,49,9978.200488632687,-0.0021799511367313062,0.6530612244897959,-0.00044282124752488067,-0.007391228964400032,0.859048205746771
0.5,0.03,0.01,09:35,10:00,49,9978.200488632687,-0.0021799511367313062,0.6530612244897959,-0.00044282124752488067,-0.007391228964400032,0.859048205746771
